subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label	author_id	reviewer_id	comment
Orphanet:166892	skos:broadMatch	biolink:Gene	sio:SIO_000137	growth differentiation factor 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:466718	skos:broadMatch	biolink:Disease	sio:SIO_000137	Martinique crinkled retinal pigment epitheliopathy	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:454723	skos:broadMatch	biolink:Disease	sio:SIO_000137	Endometrioid carcinoma of ovary	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:176228	skos:broadMatch	biolink:Gene	sio:SIO_000137	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:404437	skos:broadMatch	biolink:Disease	sio:SIO_000137	Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:165577	skos:broadMatch	biolink:Gene	sio:SIO_000137	hes family bHLH transcription factor 7	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522506	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic brainstem or cerebellar disorder with ophthalmic involvement as a major feature	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522508	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic ophthalmic disorder with cortical involvement	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522504	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic disorder of the visual organs	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:466703	skos:broadMatch	biolink:Disease	sio:SIO_000137	TMEM199-CDG	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:441425	skos:broadMatch	biolink:Gene	sio:SIO_000137	collagen type XXVII alpha 1 chain	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:394580	skos:broadMatch	biolink:Gene	sio:SIO_000137	SH2B adaptor protein 3	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:564	skos:broadMatch	biolink:Disease	sio:SIO_000137	Meckel syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:178814	skos:broadMatch	biolink:Gene	sio:SIO_000137	tachykinin precursor 3	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:563	skos:broadMatch	biolink:Disease	sio:SIO_000137	Peripartum cardiomyopathy	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:566	skos:broadMatch	biolink:Disease	sio:SIO_000137	Congenital microcoria	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:565	skos:broadMatch	biolink:Disease	sio:SIO_000137	Menkes disease	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:568	skos:broadMatch	biolink:Disease	sio:SIO_000137	Microphthalmia, Lenz type	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:567	skos:broadMatch	biolink:Disease	sio:SIO_000137	22q11.2 deletion syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:535830	skos:broadMatch	biolink:Gene	sio:SIO_000137	proteasome 26S subunit, non-ATPase 12	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:569	skos:broadMatch	biolink:Disease	sio:SIO_000137	Familial or sporadic hemiplegic migraine	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:140286	skos:broadMatch	biolink:Disease	sio:SIO_000137	Secondary hypoparathyroidism due to impaired parathormon secretion	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319298	skos:broadMatch	biolink:Disease	sio:SIO_000137	Papillary renal cell carcinoma	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1672	skos:broadMatch	biolink:Disease	sio:SIO_000137	Diencephalic syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1671	skos:broadMatch	biolink:Disease	sio:SIO_000137	Split cord malformation type I	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1670	skos:broadMatch	biolink:Disease	sio:SIO_000137	Chronic diarrhea with villous atrophy	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:178819	skos:broadMatch	biolink:Gene	sio:SIO_000137	tachykinin receptor 3	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1677	skos:broadMatch	biolink:Disease	sio:SIO_000137	Familial idiopathic dilatation of the right atrium	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:560	skos:broadMatch	biolink:Disease	sio:SIO_000137	Marshall syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522518	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic disorder with strabismus	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1676	skos:broadMatch	biolink:Disease	sio:SIO_000137	Idiopathic pulmonary artery dilatation	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1675	skos:broadMatch	biolink:Disease	sio:SIO_000137	Dihydropyrimidine dehydrogenase deficiency	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:562	skos:broadMatch	biolink:Disease	sio:SIO_000137	McCune-Albright syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:561	skos:broadMatch	biolink:Disease	sio:SIO_000137	Marshall-Smith syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1674	skos:broadMatch	biolink:Disease	sio:SIO_000137	Digitorenocerebral syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522514	skos:broadMatch	biolink:Disease	sio:SIO_000137	Congenital optic disc excavation of genetic origin	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1679	skos:broadMatch	biolink:Disease	sio:SIO_000137	Diphtheria	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522516	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic ocular motility/alignment disorder	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1678	skos:broadMatch	biolink:Disease	sio:SIO_000137	Dincsoy-Salih-Patel syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522510	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic ophthalmic disorder with cranial nerve involvement	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522512	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic optic nerve disorder	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:394596	skos:broadMatch	biolink:Gene	sio:SIO_000137	transient receptor potential cation channel subfamily A member 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:394593	skos:broadMatch	biolink:Gene	sio:SIO_000137	asparagine synthetase (glutamine-hydrolyzing)	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:553	skos:broadMatch	biolink:Disease	sio:SIO_000137	Cushing syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:552	skos:broadMatch	biolink:Disease	sio:SIO_000137	MODY	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:555	skos:broadMatch	biolink:Disease	sio:SIO_000137	NON RARE IN EUROPE: Celiac disease	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:178822	skos:broadMatch	biolink:Gene	sio:SIO_000137	THAP domain containing 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:557	skos:broadMatch	biolink:Disease	sio:SIO_000137	Non-syndromic anorectal malformation	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1680	skos:broadMatch	biolink:Disease	sio:SIO_000137	OBSOLETE: Spastic diplegia, infantile type	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:556	skos:broadMatch	biolink:Disease	sio:SIO_000137	Malakoplakia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:559	skos:broadMatch	biolink:Disease	sio:SIO_000137	Marinesco-Sjögren syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:558	skos:broadMatch	biolink:Disease	sio:SIO_000137	Marfan syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:178826	skos:broadMatch	biolink:Gene	sio:SIO_000137	spermatogenesis associated 7	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1683	skos:broadMatch	biolink:Disease	sio:SIO_000137	Distichiasis-congenital heart defects-peripheral vascular anomalies syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319287	skos:broadMatch	biolink:Disease	sio:SIO_000137	Multilocular cystic renal neoplasm of low malignant potential	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1682	skos:broadMatch	biolink:Disease	sio:SIO_000137	Arterial dissection-lentiginosis syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:371861	skos:broadMatch	biolink:Disease	sio:SIO_000137	Genetic hyperaldosteronism	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:404499	skos:broadMatch	biolink:Disease	sio:SIO_000137	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1681	skos:broadMatch	biolink:Disease	sio:SIO_000137	Diprosopus	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:404493	skos:broadMatch	biolink:Disease	sio:SIO_000137	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522528	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic eyelid malposition disorder	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1686	skos:broadMatch	biolink:Disease	sio:SIO_000137	Cardiac diverticulum	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:551	skos:broadMatch	biolink:Disease	sio:SIO_000137	MERRF	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:550	skos:broadMatch	biolink:Disease	sio:SIO_000137	MELAS	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1685	skos:broadMatch	biolink:Disease	sio:SIO_000137	Distomatosis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522524	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic disorder of the ocular adnexa	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522526	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic palpebral disorder	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522520	skos:broadMatch	biolink:Disease	sio:SIO_000137	Syndromic genetic disorder with strabismus	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522522	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic neuromuscular disorder with ocular motility/alignment anomaly	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:586	skos:broadMatch	biolink:Disease	sio:SIO_000137	Cystic fibrosis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:585	skos:broadMatch	biolink:Disease	sio:SIO_000137	Multiple sulfatase deficiency	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:588	skos:broadMatch	biolink:Disease	sio:SIO_000137	Muscle-eye-brain disease	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:587	skos:broadMatch	biolink:Disease	sio:SIO_000137	Muir-Torre syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:404469	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare female infertility due to oocyte maturation defect	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:589	skos:broadMatch	biolink:Disease	sio:SIO_000137	Myasthenia gravis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1695	skos:broadMatch	biolink:Disease	sio:SIO_000137	Non-distal trisomy 10q	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:580	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mucopolysaccharidosis type 2	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:404466	skos:broadMatch	biolink:Disease	sio:SIO_000137	Female infertility due to zona pellucida defect	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1692	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mosaic trisomy 1	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:582	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mucopolysaccharidosis type 4	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1699	skos:broadMatch	biolink:Disease	sio:SIO_000137	Trisomy 12p	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:581	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mucopolysaccharidosis type 3	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:1698	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mosaic trisomy 12	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:356228	skos:broadMatch	biolink:Gene	sio:SIO_000137	serine active site containing 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:584	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mucopolysaccharidosis type 7	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:404463	skos:broadMatch	biolink:Disease	sio:SIO_000137	Multisystemic smooth muscle dysfunction syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:583	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mucopolysaccharidosis type 6	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522536	skos:broadMatch	biolink:Disease	sio:SIO_000137	Structural developmental eye defect of genetic origin	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:48736	skos:broadMatch	biolink:Disease	sio:SIO_000137	Embryonal carcinoma of the central nervous system	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522538	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic disorder of the anterior segment of the eye	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522532	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic disorder of the lacrimal apparatus	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522534	skos:broadMatch	biolink:Disease	sio:SIO_000137	Lacrimal drainage system anomaly of genetic origin	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522530	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic disorder with entropion	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:575	skos:broadMatch	biolink:Disease	sio:SIO_000137	Muckle-Wells syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:574	skos:broadMatch	biolink:Disease	sio:SIO_000137	Monosomy 21	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:577	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mucolipidosis type III	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:576	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mucolipidosis type II	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:579	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mucopolysaccharidosis type 1	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:578	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mucolipidosis type IV	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:404476	skos:broadMatch	biolink:Disease	sio:SIO_000137	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:356212	skos:broadMatch	biolink:Gene	sio:SIO_000137	solute carrier family 25 member 12	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:570	skos:broadMatch	biolink:Disease	sio:SIO_000137	Moebius syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:521219	skos:broadMatch	biolink:Disease	sio:SIO_000137	Mirizzi syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:573	skos:broadMatch	biolink:Disease	sio:SIO_000137	Monilethrix	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:572	skos:broadMatch	biolink:Disease	sio:SIO_000137	Immunodeficiency by defective expression of MHC class II	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:371844	skos:broadMatch	biolink:Gene	sio:SIO_000137	solute carrier family 24 member 5	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:404473	skos:broadMatch	biolink:Disease	sio:SIO_000137	Severe intellectual disability-progressive spastic diplegia syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522546	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic disorder with lens opacification	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:404481	skos:broadMatch	biolink:Disease	sio:SIO_000137	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522548	skos:broadMatch	biolink:Disease	sio:SIO_000137	Syndromic genetic cataract	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522542	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare genetic disorder with conjunctival involvement as a major feature	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522544	skos:broadMatch	biolink:Disease	sio:SIO_000137	OBSOLETE: Rare genetic conjunctivitis	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:522540	skos:broadMatch	biolink:Disease	sio:SIO_000137	Anterior segment developmental anomaly of genetic origin	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319254	skos:broadMatch	biolink:Disease	sio:SIO_000137	Kyasanur forest disease	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:356203	skos:broadMatch	biolink:Gene	sio:SIO_000137	retinol binding protein 4	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:248408	skos:broadMatch	biolink:Disease	sio:SIO_000137	Familial hypodysfibrinogenemia	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:262716	skos:broadMatch	biolink:Disease	sio:SIO_000137	Partial duplication of the short arm of chromosome 4	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:248404	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare thrombotic disorder due to an acquired platelet anomaly	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:248401	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rare thrombotic disorder due to a constitutional platelet anomaly	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:321575	skos:broadMatch	biolink:Gene	sio:SIO_000137	DDHD domain containing 2	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:321573	skos:broadMatch	biolink:Gene	sio:SIO_000137	cytochrome P450 family 2 subfamily U member 1	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319244	skos:broadMatch	biolink:Disease	sio:SIO_000137	Chapare hemorrhagic fever	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:262707	skos:broadMatch	biolink:Disease	sio:SIO_000137	Partial duplication of the short arm of chromosome 3	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319247	skos:broadMatch	biolink:Disease	sio:SIO_000137	Hantavirus pulmonary syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319251	skos:broadMatch	biolink:Disease	sio:SIO_000137	Rift valley fever	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319276	skos:broadMatch	biolink:Disease	sio:SIO_000137	Clear cell renal carcinoma	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:262725	skos:broadMatch	biolink:Disease	sio:SIO_000137	Partial trisomy/tetrasomy of the short arm of chromosome 5	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:34149	skos:broadMatch	biolink:Disease	sio:SIO_000137	Autosomal dominant tubulointerstitial kidney disease	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319266	skos:broadMatch	biolink:Disease	sio:SIO_000137	Omsk hemorrhagic fever	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:34145	skos:broadMatch	biolink:Disease	sio:SIO_000137	NON RARE IN EUROPE: Berger disease	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:357502	skos:broadMatch	biolink:Disease	sio:SIO_000137	Idiopathic nephrotic syndrome	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319269	skos:broadMatch	biolink:Disease	sio:SIO_000137	Selection of therapeutic option in AIDS	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:357506	skos:broadMatch	biolink:Disease	sio:SIO_000137	Genetic non-syndromic renal or urinary tract malformation	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:321589	skos:broadMatch	biolink:Gene	sio:SIO_000137	tectonin beta-propeller repeat containing 2	Gene	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319218	skos:broadMatch	biolink:Disease	sio:SIO_000137	Ebola hemorrhagic fever	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:262758	skos:broadMatch	biolink:Disease	sio:SIO_000137	Partial duplication of the short arm of chromosome 8	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
Orphanet:319213	skos:broadMatch	biolink:Disease	sio:SIO_000137	Lujo hemorrhagic fever	Disease	orcid:0000-0001-5705-7831	orcid:0000-0001-5705-7831	BioPortal - ORDO_24
